@relation estudiantes

@attribute Documento numeric
@attribute ID_Estudiante numeric
@attribute Edad numeric
@attribute Género {Masculino, Femenino, Otro}
@attribute Horas_Estudio_Semanal numeric
@attribute Asistencia numeric
@attribute Promedio_Parciales numeric
@attribute Participación_Clases {Baja, Media, Alta}
@attribute Uso_Plataforma_Virtual {Bajo, Medio, Alto}
@attribute Antecedentes_Pérdida {Sí, No}
@attribute Apoyo_Familiar {Bajo, Medio, Alto}
@attribute Carga_Académica numeric
@attribute Problemas_Personales {Ninguno, Leves, Graves}
@attribute Perderá_Asignatura {tested_positive, tested_negative}

@data
22603182,535,11,Femenino,19,98.28,3.39,Baja,Bajo,No,Medio,3,Graves,tested_negative
15989143,536,11,Masculino,25,77.19,3.68,Media,Alto,Sí,Bajo,5,Ninguno,tested_negative
83962862,537,10,Otro,17,95.95,3.71,Media,Bajo,Sí,Alto,3,Leves,tested_negative
83687240,538,11,Femenino,14,98.7,4.16,Media,Alto,Sí,Alto,3,Graves,tested_negative
99879131,539,16,Femenino,10,64.62,2.81,Baja,Medio,Sí,Medio,4,Leves,tested_positive
42772158,540,16,Femenino,14,95.6,3.49,Alta,Medio,No,Bajo,5,Leves,tested_negative
71747118,541,16,Otro,5,84.44,3.9,Alta,Bajo,Sí,Bajo,3,Leves,tested_negative
75674475,542,13,Masculino,10,100.0,3.91,Media,Alto,No,Bajo,5,Leves,tested_negative
67668710,543,11,Otro,5,91.31,3.13,Media,Medio,No,Bajo,1,Ninguno,tested_negative
12620555,544,12,Otro,7,75.49,3.22,Media,Medio,No,Medio,5,Leves,tested_negative
47748830,545,10,Otro,5,74.47,2.82,Baja,Bajo,No,Bajo,1,Ninguno,tested_positive
99950305,546,12,Masculino,10,87.1,3.43,Media,Medio,Sí,Medio,2,Ninguno,tested_negative
98457116,547,14,Femenino,9,92.57,3.25,Alta,Bajo,No,Medio,1,Leves,tested_negative
80092711,548,10,Otro,9,75.49,2.38,Media,Bajo,No,Bajo,2,Leves,tested_negative
38153335,549,11,Masculino,6,92.46,3.44,Alta,Bajo,Sí,Alto,1,Graves,tested_negative
98291256,550,11,Masculino,19,74.51,3.3,Alta,Alto,Sí,Alto,3,Leves,tested_negative
90461617,551,18,Femenino,19,97.71,4.44,Alta,Bajo,No,Medio,3,Graves,tested_negative
70690708,552,14,Femenino,19,94.7,4.11,Baja,Bajo,Sí,Alto,3,Graves,tested_negative
19074932,553,17,Femenino,24,95.25,4.06,Media,Medio,No,Bajo,2,Leves,tested_negative
99231940,554,16,Masculino,14,86.21,3.4,Media,Bajo,Sí,Alto,4,Leves,tested_negative
18757249,555,16,Femenino,9,74.27,3.22,Alta,Bajo,No,Alto,4,Graves,tested_negative
23238060,556,13,Masculino,4,83.93,3.28,Media,Bajo,No,Medio,3,Leves,tested_negative
81684187,557,15,Femenino,6,91.54,3.68,Alta,Alto,Sí,Alto,2,Graves,tested_negative
32027985,558,14,Otro,17,82.83,3.37,Alta,Medio,Sí,Medio,3,Leves,tested_negative
84204390,559,11,Otro,9,77.27,2.46,Alta,Medio,Sí,Alto,2,Graves,tested_negative
39261645,560,15,Femenino,22,94.01,3.85,Alta,Alto,No,Medio,3,Leves,tested_negative
69616736,561,15,Otro,20,96.7,3.64,Media,Alto,Sí,Medio,5,Graves,tested_negative
49807346,562,15,Femenino,6,67.37,3.98,Alta,Medio,No,Bajo,2,Graves,tested_negative
68464303,563,15,Masculino,9,64.82,2.11,Alta,Bajo,Sí,Bajo,3,Graves,tested_positive
15773415,564,14,Otro,16,93.11,3.53,Media,Alto,Sí,Alto,3,Ninguno,tested_negative
75086752,565,14,Masculino,7,79.79,3.52,Media,Medio,Sí,Bajo,1,Ninguno,tested_negative
72345882,566,17,Masculino,11,88.21,4.15,Baja,Medio,Sí,Alto,2,Graves,tested_negative
25676972,567,13,Masculino,11,100.0,3.25,Baja,Alto,No,Bajo,5,Graves,tested_negative
43917654,568,14,Otro,6,70.98,3.46,Alta,Bajo,No,Bajo,3,Graves,tested_negative
28413337,569,18,Otro,9,82.69,3.65,Media,Bajo,No,Medio,3,Graves,tested_negative
55884986,570,14,Masculino,2,94.73,4.08,Alta,Bajo,Sí,Bajo,3,Ninguno,tested_negative
79601908,571,10,Masculino,7,72.98,3.36,Alta,Medio,No,Medio,1,Graves,tested_negative
47685732,572,18,Otro,9,92.93,2.99,Media,Bajo,No,Bajo,2,Ninguno,tested_negative
78835951,573,14,Otro,9,88.12,3.76,Media,Bajo,No,Bajo,4,Leves,tested_negative
84810000,574,10,Femenino,8,92.37,3.63,Alta,Bajo,Sí,Medio,4,Leves,tested_negative
51205674,575,16,Masculino,13,68.24,2.85,Alta,Alto,Sí,Medio,3,Graves,tested_negative
97756403,576,11,Femenino,3,74.44,2.39,Alta,Alto,No,Medio,4,Ninguno,tested_negative
36934976,577,15,Femenino,14,88.81,3.93,Media,Alto,No,Alto,1,Graves,tested_negative
53792050,578,12,Otro,21,73.69,3.18,Baja,Medio,Sí,Medio,2,Ninguno,tested_negative
72837326,579,17,Otro,9,95.13,3.97,Baja,Bajo,Sí,Alto,5,Leves,tested_negative
99926672,580,17,Femenino,18,75.58,3.43,Media,Bajo,No,Alto,1,Graves,tested_negative
45817209,581,11,Masculino,6,73.38,2.92,Alta,Alto,No,Alto,1,Ninguno,tested_negative
97808399,582,17,Otro,7,77.81,2.6,Alta,Medio,Sí,Bajo,3,Leves,tested_negative
74273235,583,18,Femenino,19,83.69,3.76,Media,Bajo,Sí,Bajo,2,Ninguno,tested_negative
74225476,584,12,Masculino,19,70.11,2.96,Alta,Bajo,No,Alto,3,Leves,tested_negative
61754930,585,18,Otro,8,88.66,3.71,Alta,Bajo,No,Medio,1,Graves,tested_negative
32791193,586,11,Femenino,8,74.35,2.81,Baja,Bajo,No,Bajo,2,Ninguno,tested_negative
49761913,587,18,Femenino,10,91.24,3.11,Alta,Alto,Sí,Medio,2,Graves,tested_negative
91540675,588,17,Otro,9,85.12,3.04,Alta,Alto,No,Medio,4,Leves,tested_negative
18346334,589,18,Femenino,15,62.09,2.61,Media,Alto,Sí,Medio,2,Ninguno,tested_positive
38023163,590,16,Femenino,14,88.4,3.55,Alta,Alto,No,Medio,1,Graves,tested_negative
56015845,591,10,Masculino,21,84.82,3.72,Alta,Alto,Sí,Medio,1,Leves,tested_negative
64413086,592,10,Otro,4,76.12,3.75,Media,Alto,No,Medio,4,Leves,tested_negative
18947871,593,17,Masculino,14,83.12,3.75,Alta,Medio,Sí,Medio,3,Graves,tested_negative
42945607,594,14,Femenino,10,91.33,3.75,Media,Bajo,Sí,Alto,4,Graves,tested_negative
90203784,595,15,Femenino,12,85.2,3.49,Alta,Bajo,Sí,Bajo,2,Leves,tested_negative
67996152,596,10,Masculino,7,84.5,2.59,Media,Alto,No,Bajo,3,Leves,tested_negative
93621879,597,11,Femenino,15,83.56,3.64,Baja,Bajo,Sí,Bajo,1,Leves,tested_negative
24909842,598,15,Otro,12,76.65,3.84,Media,Medio,Sí,Bajo,1,Graves,tested_negative
41826181,599,12,Otro,4,79.15,3.61,Alta,Bajo,Sí,Bajo,4,Ninguno,tested_negative
65974724,600,11,Masculino,8,84.89,3.27,Alta,Medio,No,Alto,4,Ninguno,tested_negative
88307128,601,14,Masculino,34,89.87,3.73,Alta,Medio,Sí,Alto,5,Leves,tested_negative
25380860,602,15,Otro,4,75.39,3.01,Media,Alto,Sí,Alto,2,Ninguno,tested_negative
14458720,603,11,Femenino,18,98.65,3.82,Media,Alto,No,Medio,4,Leves,tested_negative
61937359,604,13,Otro,8,88.97,3.67,Alta,Bajo,Sí,Medio,3,Leves,tested_negative
30037367,605,10,Femenino,15,90.41,3.73,Alta,Alto,Sí,Bajo,5,Leves,tested_negative
82779418,606,14,Otro,15,69.43,3.07,Media,Bajo,No,Alto,3,Graves,tested_negative
36538597,607,12,Femenino,9,84.16,2.96,Alta,Medio,Sí,Medio,2,Graves,tested_negative
20843378,608,15,Femenino,12,85.32,4.15,Alta,Medio,No,Medio,3,Leves,tested_negative
60185948,609,12,Masculino,5,71.21,2.96,Media,Bajo,No,Alto,5,Ninguno,tested_negative
34738870,610,17,Masculino,10,87.89,3.48,Alta,Alto,No,Alto,1,Ninguno,tested_negative
98148246,611,11,Femenino,3,67.46,2.8,Alta,Medio,No,Bajo,4,Leves,tested_negative
65085627,612,14,Femenino,12,86.6,3.21,Media,Medio,Sí,Medio,1,Ninguno,tested_negative
88183022,613,18,Femenino,18,84.76,3.08,Alta,Bajo,No,Alto,1,Graves,tested_negative
81784966,614,15,Femenino,25,99.17,3.6,Media,Medio,Sí,Bajo,1,Ninguno,tested_negative
95588808,615,18,Otro,7,100.0,3.86,Baja,Bajo,No,Medio,1,Graves,tested_negative
61177059,616,11,Otro,15,84.93,2.81,Media,Bajo,No,Alto,5,Graves,tested_negative
47086477,617,18,Masculino,9,63.87,3.04,Media,Bajo,Sí,Medio,2,Graves,tested_negative
54389437,618,18,Otro,9,76.25,3.21,Alta,Medio,Sí,Medio,5,Graves,tested_negative
27527497,619,17,Masculino,18,87.23,4.09,Alta,Alto,No,Alto,3,Ninguno,tested_negative
93029793,620,15,Femenino,13,85.62,3.31,Alta,Medio,No,Alto,5,Leves,tested_negative
80432313,621,16,Femenino,8,85.33,3.63,Baja,Bajo,Sí,Medio,5,Leves,tested_negative
71359631,622,17,Femenino,29,82.04,4.36,Alta,Bajo,No,Alto,5,Ninguno,tested_negative
98844497,623,17,Otro,8,79.27,3.31,Media,Medio,Sí,Alto,3,Ninguno,tested_negative
18668475,624,16,Otro,1,71.86,1.97,Media,Bajo,Sí,Alto,1,Ninguno,tested_negative
63638796,625,14,Femenino,4,74.8,3.22,Media,Alto,Sí,Alto,5,Ninguno,tested_negative
14258754,626,12,Femenino,9,66.03,2.64,Alta,Alto,Sí,Bajo,5,Leves,tested_positive
87733948,627,15,Otro,20,94.34,3.74,Media,Alto,No,Medio,4,Leves,tested_negative
50704180,628,16,Masculino,26,83.17,3.34,Alta,Alto,Sí,Bajo,2,Ninguno,tested_negative
94181379,629,18,Masculino,13,75.93,3.3,Alta,Medio,Sí,Bajo,5,Ninguno,tested_negative
21007712,630,10,Otro,14,71.1,3.07,Baja,Alto,Sí,Bajo,4,Graves,tested_negative
44571970,631,17,Femenino,10,78.57,2.79,Media,Alto,No,Bajo,1,Ninguno,tested_negative
82544723,632,15,Femenino,10,72.95,2.98,Media,Alto,No,Medio,2,Leves,tested_negative
96265634,633,12,Femenino,8,66.6,2.93,Alta,Medio,Sí,Medio,2,Leves,tested_negative
56198503,634,12,Otro,14,87.88,3.55,Baja,Medio,Sí,Medio,2,Ninguno,tested_negative
14629119,635,10,Femenino,21,100.0,4.27,Alta,Bajo,Sí,Bajo,5,Ninguno,tested_negative
77792542,636,13,Otro,11,84.09,3.38,Alta,Bajo,No,Alto,5,Graves,tested_negative
23424300,637,13,Otro,19,90.97,3.8,Baja,Alto,No,Medio,4,Leves,tested_negative
90319696,638,11,Otro,25,88.7,3.77,Media,Medio,Sí,Medio,5,Graves,tested_negative
73474846,639,12,Otro,9,76.28,3.15,Alta,Medio,No,Medio,5,Ninguno,tested_negative
28908742,640,10,Masculino,33,72.92,3.98,Baja,Medio,No,Bajo,5,Graves,tested_negative
91453921,641,14,Femenino,11,92.08,3.26,Alta,Bajo,No,Alto,4,Ninguno,tested_negative
90192427,642,12,Femenino,3,84.08,3.11,Baja,Medio,No,Alto,2,Leves,tested_negative
62007370,643,13,Masculino,13,77.75,2.85,Alta,Bajo,No,Medio,2,Graves,tested_negative
50303999,644,17,Masculino,5,89.04,3.34,Baja,Alto,No,Bajo,3,Ninguno,tested_negative
69251344,645,13,Masculino,10,98.9,3.7,Baja,Bajo,Sí,Bajo,3,Leves,tested_negative
20247806,646,11,Masculino,15,95.51,3.4,Alta,Bajo,Sí,Medio,1,Leves,tested_negative
73789346,647,10,Femenino,14,100.0,4.18,Alta,Bajo,Sí,Medio,1,Graves,tested_negative
38591684,648,17,Femenino,14,83.29,2.67,Media,Bajo,Sí,Medio,5,Ninguno,tested_negative
36426316,649,17,Otro,7,78.72,3.11,Baja,Medio,Sí,Bajo,3,Ninguno,tested_negative
34443199,650,13,Masculino,12,86.25,3.38,Media,Bajo,Sí,Medio,5,Ninguno,tested_negative
69888416,651,14,Femenino,12,90.69,3.59,Alta,Alto,No,Alto,2,Ninguno,tested_negative
41334852,652,11,Masculino,11,71.99,3.26,Media,Alto,Sí,Bajo,5,Graves,tested_negative
66762635,653,18,Femenino,12,79.33,3.88,Baja,Alto,No,Medio,1,Graves,tested_negative
39620162,654,17,Masculino,2,85.7,3.0,Media,Medio,No,Alto,5,Graves,tested_negative
11552913,655,14,Otro,10,79.46,3.53,Alta,Medio,No,Medio,1,Ninguno,tested_negative
84715803,656,10,Masculino,1,75.37,3.23,Baja,Medio,No,Medio,3,Graves,tested_negative
75557194,657,18,Femenino,7,87.26,2.93,Media,Alto,No,Medio,4,Ninguno,tested_negative
12051887,658,15,Femenino,15,76.72,2.75,Alta,Medio,Sí,Bajo,2,Leves,tested_negative
67834103,659,14,Femenino,5,90.38,3.16,Baja,Bajo,No,Medio,2,Leves,tested_negative
68164212,660,16,Femenino,2,94.25,3.43,Alta,Bajo,Sí,Alto,2,Ninguno,tested_negative
92638400,661,13,Femenino,23,68.63,3.78,Alta,Medio,Sí,Medio,1,Graves,tested_negative
89634670,662,10,Otro,7,85.27,2.81,Alta,Alto,Sí,Medio,4,Graves,tested_positive
42796551,663,12,Masculino,9,80.55,3.05,Baja,Alto,Sí,Alto,3,Ninguno,tested_negative
24207613,664,12,Femenino,1,96.94,3.56,Media,Bajo,Sí,Alto,5,Graves,tested_negative
55482609,665,16,Otro,13,85.31,3.42,Media,Bajo,No,Bajo,1,Leves,tested_negative
93934333,666,13,Femenino,13,95.03,4.07,Baja,Medio,No,Medio,3,Graves,tested_negative
72659879,667,15,Otro,9,92.68,3.04,Media,Bajo,Sí,Bajo,1,Ninguno,tested_negative
77290731,668,13,Masculino,12,91.49,3.39,Alta,Alto,Sí,Medio,4,Leves,tested_negative
92866277,669,10,Otro,4,86.83,3.61,Media,Alto,No,Alto,4,Ninguno,tested_negative
29453038,670,18,Femenino,9,64.74,2.63,Alta,Medio,No,Medio,2,Ninguno,tested_negative
13703453,671,10,Otro,7,89.1,3.36,Media,Bajo,No,Bajo,1,Ninguno,tested_negative
65348892,672,13,Femenino,9,99.42,3.97,Media,Medio,Sí,Bajo,1,Leves,tested_negative
34903064,673,16,Masculino,16,71.94,3.02,Media,Alto,Sí,Medio,2,Graves,tested_negative
21231160,674,17,Otro,17,80.47,3.76,Alta,Alto,No,Bajo,1,Graves,tested_negative
58333512,675,16,Masculino,6,89.05,3.48,Alta,Bajo,No,Bajo,4,Graves,tested_negative
60985313,676,13,Femenino,9,89.39,3.14,Baja,Bajo,Sí,Medio,2,Graves,tested_negative
51753155,677,14,Masculino,5,63.72,2.43,Media,Medio,No,Alto,5,Graves,tested_positive
47026654,678,16,Femenino,5,87.34,3.57,Media,Medio,No,Medio,5,Graves,tested_negative
72097372,679,17,Femenino,12,79.18,3.78,Media,Medio,No,Alto,5,Leves,tested_negative
66336919,680,11,Masculino,16,84.95,3.65,Baja,Medio,No,Bajo,3,Leves,tested_negative
21555831,681,13,Otro,9,91.42,3.36,Alta,Alto,Sí,Medio,5,Leves,tested_negative
60801871,682,18,Femenino,19,70.29,3.41,Alta,Alto,No,Bajo,2,Graves,tested_negative
85433816,683,15,Femenino,15,90.81,3.36,Alta,Bajo,Sí,Bajo,5,Graves,tested_negative
50161885,684,13,Masculino,4,96.39,2.92,Baja,Bajo,Sí,Bajo,1,Graves,tested_positive
48606626,685,12,Masculino,9,84.55,3.55,Media,Alto,Sí,Medio,1,Leves,tested_negative
94059925,686,16,Masculino,17,87.38,3.52,Baja,Alto,No,Alto,5,Ninguno,tested_negative
24715948,687,12,Masculino,20,87.06,3.78,Media,Medio,No,Alto,3,Ninguno,tested_negative
61328830,688,13,Otro,7,51.51,2.33,Media,Alto,No,Alto,5,Graves,tested_positive
51892167,689,16,Femenino,10,82.03,3.15,Alta,Bajo,Sí,Bajo,2,Ninguno,tested_negative
76946805,690,14,Femenino,9,80.13,2.8,Baja,Medio,Sí,Medio,1,Leves,tested_negative
83999110,691,14,Masculino,11,80.46,2.62,Baja,Medio,Sí,Medio,2,Leves,tested_negative
68293749,692,14,Masculino,4,73.24,3.49,Alta,Alto,Sí,Alto,4,Leves,tested_negative
22234674,693,16,Masculino,12,85.07,3.35,Media,Alto,Sí,Bajo,2,Graves,tested_negative
24358263,694,17,Otro,3,90.78,4.21,Media,Alto,No,Bajo,2,Ninguno,tested_negative
93666116,695,13,Masculino,6,100.0,3.48,Alta,Bajo,No,Medio,2,Leves,tested_negative
20591111,696,16,Femenino,29,79.96,3.51,Alta,Alto,Sí,Alto,4,Graves,tested_negative
75861754,697,10,Femenino,5,75.44,3.55,Alta,Bajo,Sí,Alto,3,Ninguno,tested_negative
43779443,698,12,Otro,5,88.14,3.88,Baja,Bajo,No,Medio,3,Graves,tested_negative
92354462,699,14,Otro,10,75.43,2.47,Media,Medio,Sí,Medio,3,Graves,tested_negative
37977933,700,16,Otro,20,95.66,3.39,Alta,Alto,Sí,Alto,1,Leves,tested_negative
12298627,701,17,Femenino,23,97.04,4.08,Alta,Bajo,No,Bajo,2,Leves,tested_negative
97276296,702,14,Otro,9,87.92,3.39,Baja,Medio,No,Alto,3,Graves,tested_negative
40795152,703,14,Otro,17,74.43,3.56,Media,Bajo,No,Bajo,5,Ninguno,tested_negative
43298038,704,12,Masculino,7,95.2,3.48,Baja,Bajo,Sí,Alto,4,Graves,tested_negative
42811206,705,16,Masculino,19,100.0,3.66,Media,Alto,Sí,Medio,5,Ninguno,tested_negative
40229572,706,12,Otro,13,79.11,3.71,Alta,Medio,No,Alto,3,Graves,tested_negative
72719560,707,18,Otro,4,82.48,2.98,Media,Medio,No,Bajo,5,Graves,tested_positive
83773483,708,12,Femenino,8,94.55,3.46,Media,Medio,No,Bajo,5,Graves,tested_negative
81616164,709,18,Femenino,2,77.51,3.14,Baja,Medio,No,Medio,4,Leves,tested_negative
51970221,710,15,Masculino,9,88.87,3.63,Media,Bajo,Sí,Alto,1,Leves,tested_negative
65005190,711,14,Otro,11,75.59,3.37,Media,Bajo,No,Bajo,4,Leves,tested_negative
28699986,712,16,Masculino,10,89.18,3.33,Baja,Medio,No,Medio,2,Graves,tested_negative
43399152,713,12,Otro,5,74.37,3.07,Baja,Medio,Sí,Alto,2,Graves,tested_negative
42896251,714,15,Masculino,12,83.73,3.19,Alta,Medio,Sí,Bajo,5,Ninguno,tested_negative
26828484,715,17,Otro,10,100.0,3.42,Baja,Medio,Sí,Bajo,2,Graves,tested_negative
22894026,716,18,Femenino,16,87.38,3.51,Baja,Alto,No,Medio,2,Ninguno,tested_negative
39545394,717,12,Femenino,16,69.36,3.02,Media,Alto,Sí,Medio,2,Leves,tested_negative
38736247,718,10,Masculino,11,94.46,3.07,Alta,Bajo,No,Alto,3,Leves,tested_negative
18918086,719,11,Otro,13,79.89,3.18,Media,Bajo,No,Medio,5,Graves,tested_negative
93483355,720,18,Otro,6,82.42,2.6,Media,Alto,Sí,Medio,1,Ninguno,tested_negative
82632099,721,11,Otro,3,83.36,3.13,Baja,Bajo,No,Bajo,1,Leves,tested_negative
84426748,722,15,Femenino,22,95.87,3.41,Alta,Bajo,Sí,Medio,2,Leves,tested_negative
25971986,723,17,Femenino,15,80.66,3.27,Baja,Bajo,No,Medio,4,Graves,tested_negative
44405708,724,12,Otro,5,83.2,3.05,Media,Alto,Sí,Medio,4,Graves,tested_negative
67373517,725,16,Otro,10,81.97,2.87,Media,Bajo,Sí,Medio,2,Graves,tested_negative
56800413,726,14,Otro,19,100.0,3.68,Baja,Medio,Sí,Alto,5,Leves,tested_negative
43050665,727,11,Otro,18,81.41,2.95,Baja,Bajo,Sí,Alto,2,Leves,tested_positive
65113445,728,14,Masculino,11,89.65,3.31,Alta,Medio,Sí,Medio,2,Graves,tested_negative
85603726,729,11,Femenino,18,93.04,3.72,Baja,Bajo,Sí,Alto,3,Leves,tested_negative
71466203,730,13,Femenino,10,81.19,3.85,Baja,Medio,Sí,Medio,2,Graves,tested_negative
15230368,731,16,Otro,13,100.0,3.67,Media,Alto,Sí,Bajo,2,Ninguno,tested_negative
65087628,732,18,Femenino,16,68.83,3.06,Baja,Bajo,Sí,Bajo,2,Ninguno,tested_negative
53312282,733,10,Masculino,7,71.88,2.29,Media,Medio,Sí,Bajo,1,Leves,tested_positive
33663031,734,10,Femenino,8,59.94,2.64,Media,Alto,Sí,Alto,1,Graves,tested_positive
41312544,735,15,Masculino,22,64.81,3.02,Alta,Alto,Sí,Alto,2,Ninguno,tested_negative
63500831,736,10,Femenino,10,100.0,3.66,Baja,Medio,Sí,Bajo,4,Ninguno,tested_negative
48423417,737,13,Masculino,0,86.04,3.22,Baja,Bajo,No,Bajo,4,Leves,tested_negative
16908410,738,11,Masculino,5,79.1,3.06,Media,Alto,Sí,Alto,3,Graves,tested_negative
69484544,739,12,Otro,16,84.69,3.55,Media,Bajo,Sí,Bajo,1,Ninguno,tested_negative
45327413,740,18,Otro,11,100.0,3.75,Media,Alto,Sí,Alto,5,Graves,tested_negative
34519528,741,16,Femenino,8,83.73,3.1,Media,Bajo,Sí,Alto,1,Leves,tested_negative
17249961,742,12,Femenino,5,83.97,3.32,Alta,Alto,Sí,Alto,5,Graves,tested_negative
74376106,743,15,Otro,6,98.92,3.56,Baja,Bajo,No,Alto,4,Graves,tested_negative
25647195,744,13,Femenino,9,83.44,3.01,Baja,Alto,No,Bajo,4,Graves,tested_negative
20967494,745,10,Masculino,18,80.8,3.65,Alta,Alto,No,Medio,3,Ninguno,tested_negative
40943590,746,18,Otro,2,60.66,2.83,Alta,Medio,No,Medio,3,Ninguno,tested_negative
24857044,747,14,Otro,6,82.74,3.24,Media,Alto,Sí,Bajo,1,Leves,tested_negative
41268907,748,14,Otro,6,77.05,2.42,Alta,Medio,No,Medio,2,Ninguno,tested_negative
64492592,749,18,Otro,14,82.3,3.57,Media,Medio,No,Alto,1,Leves,tested_negative
46648517,750,11,Otro,10,85.18,2.84,Baja,Bajo,No,Bajo,1,Graves,tested_positive
70817416,751,14,Otro,6,71.99,2.99,Baja,Bajo,Sí,Medio,3,Graves,tested_positive
51640138,752,15,Masculino,20,69.99,2.97,Baja,Bajo,No,Medio,1,Leves,tested_negative
89187989,753,17,Otro,11,83.32,3.95,Baja,Medio,No,Medio,4,Leves,tested_negative
54984530,754,17,Femenino,3,83.74,3.0,Media,Medio,Sí,Medio,3,Ninguno,tested_negative
50296275,755,16,Masculino,22,61.83,2.85,Media,Alto,No,Medio,4,Graves,tested_positive
25722522,756,15,Masculino,14,89.58,3.9,Media,Medio,Sí,Alto,5,Leves,tested_negative
91480376,757,17,Masculino,5,85.23,3.12,Media,Medio,Sí,Alto,2,Graves,tested_negative
79464698,758,14,Femenino,13,86.05,3.18,Baja,Bajo,No,Medio,3,Ninguno,tested_negative
97048921,759,12,Masculino,1,79.93,3.44,Baja,Alto,No,Alto,1,Leves,tested_negative
44007605,760,17,Otro,18,100.0,3.52,Alta,Medio,No,Alto,2,Leves,tested_negative
46040888,761,12,Otro,9,76.55,2.92,Media,Bajo,Sí,Medio,3,Leves,tested_negative
94607213,762,17,Femenino,6,100.0,3.28,Media,Alto,Sí,Alto,3,Graves,tested_negative
97089754,763,15,Otro,3,67.95,3.14,Alta,Bajo,Sí,Medio,4,Leves,tested_negative
56579833,764,14,Otro,14,97.63,4.28,Media,Medio,Sí,Alto,2,Ninguno,tested_negative
87414034,765,17,Masculino,17,76.32,2.9,Media,Bajo,Sí,Bajo,3,Graves,tested_positive
96872085,766,14,Femenino,25,70.35,3.56,Media,Medio,Sí,Alto,5,Graves,tested_negative
83026740,767,17,Femenino,13,90.08,2.44,Alta,Alto,No,Alto,5,Ninguno,tested_negative
79745263,768,15,Otro,4,74.79,3.12,Media,Bajo,Sí,Bajo,5,Leves,tested_negative
52229776,769,15,Masculino,4,94.99,3.45,Media,Bajo,No,Alto,5,Ninguno,tested_negative
98110665,770,15,Femenino,7,86.08,2.56,Media,Bajo,No,Bajo,4,Ninguno,tested_negative
90972952,771,12,Masculino,36,77.46,4.47,Baja,Medio,No,Alto,4,Ninguno,tested_negative
39323643,772,14,Otro,9,98.31,3.64,Media,Bajo,Sí,Medio,4,Graves,tested_negative
43271566,773,10,Otro,9,72.6,3.09,Media,Bajo,No,Medio,2,Graves,tested_negative
75553044,774,17,Femenino,12,93.16,3.84,Alta,Medio,Sí,Alto,5,Ninguno,tested_negative
29769304,775,14,Masculino,20,75.96,3.37,Alta,Bajo,No,Medio,1,Ninguno,tested_negative
58922626,776,14,Masculino,8,100.0,3.58,Alta,Alto,Sí,Medio,3,Ninguno,tested_negative
22014017,777,10,Masculino,26,79.73,3.09,Alta,Bajo,Sí,Bajo,3,Ninguno,tested_negative
74587827,778,18,Masculino,12,76.41,2.51,Baja,Alto,No,Alto,1,Leves,tested_negative
52746575,779,15,Femenino,23,86.88,3.44,Alta,Medio,Sí,Bajo,3,Graves,tested_negative
82689848,780,15,Masculino,5,85.08,3.28,Alta,Alto,No,Alto,5,Graves,tested_negative
56347050,781,16,Femenino,9,83.1,3.76,Baja,Alto,Sí,Bajo,1,Leves,tested_negative
63438970,782,11,Femenino,19,88.35,3.0,Media,Medio,Sí,Medio,4,Ninguno,tested_negative
65162097,783,11,Femenino,6,95.9,4.56,Baja,Medio,Sí,Bajo,1,Graves,tested_negative
18242773,784,12,Otro,5,85.66,3.49,Media,Bajo,No,Bajo,3,Leves,tested_negative
74958434,785,16,Otro,10,94.04,3.73,Alta,Medio,Sí,Medio,1,Leves,tested_negative
22576664,786,10,Femenino,12,88.17,3.96,Baja,Alto,Sí,Medio,4,Ninguno,tested_negative
57217110,787,11,Otro,2,100.0,3.07,Baja,Bajo,Sí,Bajo,5,Graves,tested_positive
40663360,788,10,Femenino,5,79.5,2.67,Baja,Alto,Sí,Medio,2,Graves,tested_positive
99885934,789,15,Femenino,8,91.06,4.1,Baja,Medio,Sí,Alto,1,Graves,tested_negative
12975507,790,10,Femenino,29,89.35,4.26,Alta,Alto,No,Alto,5,Graves,tested_negative
53036871,791,18,Otro,11,93.87,3.41,Alta,Medio,No,Medio,1,Ninguno,tested_negative
74508859,792,18,Masculino,10,85.14,2.8,Media,Bajo,No,Alto,3,Ninguno,tested_negative
30032561,793,12,Masculino,2,86.11,2.9,Alta,Medio,Sí,Medio,3,Leves,tested_negative
64525669,794,10,Masculino,7,69.56,2.31,Baja,Medio,No,Bajo,3,Ninguno,tested_negative
38229369,795,12,Otro,10,86.18,3.25,Media,Medio,No,Bajo,1,Ninguno,tested_negative
80955171,796,12,Masculino,5,86.87,3.19,Media,Alto,Sí,Medio,4,Graves,tested_negative
91750914,797,12,Femenino,5,86.92,2.68,Media,Medio,No,Medio,1,Graves,tested_negative
64527330,798,11,Otro,5,94.58,2.49,Media,Medio,No,Alto,2,Ninguno,tested_negative
27550886,799,18,Otro,5,94.06,4.03,Baja,Alto,Sí,Alto,1,Ninguno,tested_negative
92553500,800,11,Femenino,12,74.08,3.81,Baja,Alto,Sí,Medio,2,Ninguno,tested_negative
63434109,801,17,Masculino,11,70.94,3.37,Baja,Bajo,Sí,Alto,4,Graves,tested_negative
55661973,802,13,Masculino,5,90.97,2.82,Alta,Alto,No,Medio,3,Leves,tested_negative
29488282,803,10,Femenino,8,92.82,3.82,Media,Medio,No,Medio,3,Graves,tested_negative
60355962,804,12,Otro,8,100.0,4.5,Media,Medio,Sí,Medio,5,Leves,tested_negative
